transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantiy,price_per_unit,cogs,total_sale,Day,Month,Year
1224,20-01-2022,17:10:00,103,Female,25,Clothing,1,50,20,50,20,1,2022
1271,19-01-2022,19:31:00,27,Female,62,Beauty,4,30,9,120,19,1,2022
36,22-02-2023,22:06:00,40,Male,52,Beauty,3,300,144,900,22,2,2023
157,15-05-2022,21:59:00,98,Male,62,Electronics,4,500,170,2000,15,5,2022
796,01-10-2022,19:50:00,38,Male,43,Beauty,4,30,7.8,120,1,10,2022
839,11-11-2023,21:02:00,130,Female,20,Electronics,4,300,96,1200,11,11,2023
927,21-02-2022,17:13:00,83,Male,43,Electronics,4,500,250,2000,21,2,2022
1036,17-08-2022,18:03:00,121,Male,52,Beauty,3,300,117,900,17,8,2022
1157,23-12-2022,21:24:00,81,Male,62,Electronics,4,500,270,2000,23,12,2022
1796,12-11-2023,18:36:00,69,Male,43,Beauty,4,30,11.1,120,12,11,2023
1839,28-08-2022,21:57:00,92,Female,20,Electronics,4,300,156,1200,28,8,2022
1927,06-09-2023,19:44:00,46,Male,43,Electronics,4,500,180,2000,6,9,2023
407,16-07-2022,22:17:00,117,Female,46,Electronics,3,300,138,900,16,7,2022
1407,10-04-2022,19:41:00,54,Female,46,Electronics,3,300,120,900,10,4,2022
46,08-11-2022,17:50:00,54,Female,20,Electronics,4,300,84,1200,8,11,2022
509,10-07-2023,19:35:00,70,Female,37,Electronics,3,300,141,900,10,7,2023
874,17-01-2022,18:14:00,90,Male,60,Beauty,1,30,12.6,30,17,1,2022
1046,21-07-2023,21:47:00,5,Female,20,Electronics,4,300,156,1200,21,7,2023
1509,25-11-2022,20:40:00,67,Female,37,Electronics,3,300,129,900,25,11,2022
1874,14-05-2022,20:58:00,126,Male,60,Beauty,1,30,12.6,30,14,5,2022
788,20-06-2022,18:54:00,90,Female,52,Beauty,3,300,105,900,20,6,2022
1788,03-05-2022,20:35:00,98,Female,52,Beauty,3,300,150,900,3,5,2022
378,03-11-2022,18:16:00,81,Male,50,Beauty,1,300,165,300,3,11,2022
1378,28-04-2022,21:56:00,27,Male,50,Beauty,1,300,132,300,28,4,2022
480,22-12-2022,22:12:00,126,Female,42,Beauty,4,500,225,2000,22,12,2022
492,16-12-2023,17:52:00,4,Male,61,Beauty,4,25,6.5,100,16,12,2023
737,23-03-2023,21:11:00,26,Female,33,Clothing,1,50,14,50,23,3,2023
1480,26-11-2023,18:05:00,3,Female,42,Beauty,4,500,165,2000,26,11,2023
1492,26-08-2023,22:09:00,146,Male,61,Beauty,4,25,10,100,26,8,2023
1737,14-11-2022,22:32:00,40,Female,33,Clothing,1,50,14,50,14,11,2022
684,20-06-2023,18:02:00,54,Female,28,Clothing,2,500,225,1000,20,6,2023
878,26-10-2023,18:53:00,31,Female,20,Clothing,1,30,11.7,30,26,10,2023
1684,23-01-2023,21:40:00,43,Female,28,Clothing,2,500,200,1000,23,1,2023
1878,24-01-2023,22:56:00,97,Female,20,Clothing,1,30,7.5,30,24,1,2023
78,17-02-2023,21:08:00,68,Female,47,Clothing,3,500,265,1500,17,2,2023
260,19-01-2023,21:09:00,107,Male,28,Beauty,2,30,10.5,60,19,1,2023
455,21-11-2023,19:15:00,134,Male,31,Electronics,4,25,13.25,100,21,11,2023
837,15-01-2023,20:35:00,53,Male,18,Beauty,3,30,7.5,90,15,1,2023
1078,04-05-2023,22:20:00,16,Female,47,Clothing,3,500,125,1500,4,5,2023
1260,19-07-2023,17:26:00,117,Male,28,Beauty,2,30,13.5,60,19,7,2023
1455,27-08-2022,21:35:00,32,Male,31,Electronics,4,25,13.75,100,27,8,2022
1837,29-03-2023,20:45:00,32,Male,18,Beauty,3,30,8.1,90,29,3,2023
45,20-03-2022,18:27:00,121,Female,55,Electronics,1,30,10.5,30,20,3,2022
449,03-01-2022,18:28:00,58,Male,25,Electronics,4,50,26.5,200,3,1,2022
1045,26-02-2022,17:28:00,110,Female,55,Electronics,1,30,9.9,30,26,2,2022
1449,26-04-2022,18:42:00,12,Male,25,Electronics,4,50,23.5,200,26,4,2022
904,01-04-2022,20:26:00,43,Male,28,Clothing,1,500,160,500,1,4,2022
1904,25-11-2022,19:41:00,117,Male,28,Clothing,1,500,220,500,25,11,2022
59,14-11-2022,18:28:00,61,Male,62,Clothing,1,50,27,50,14,11,2022
128,21-12-2022,22:22:00,77,Male,25,Beauty,1,500,180,500,21,12,2022
186,31-03-2022,18:15:00,92,Male,20,Clothing,4,50,23.5,200,31,3,2022
802,22-09-2023,18:00:00,57,Female,46,Beauty,1,30,9.9,30,22,9,2023
1059,12-07-2022,22:05:00,89,Male,62,Clothing,1,50,12.5,50,12,7,2022
1128,04-01-2022,17:35:00,60,Male,25,Beauty,1,500,135,500,4,1,2022
1186,10-09-2023,18:24:00,5,Male,20,Clothing,4,50,18.5,200,10,9,2023
1802,13-07-2022,22:17:00,33,Female,46,Beauty,1,30,9.6,30,13,7,2022
75,15-05-2023,20:51:00,110,Male,61,Beauty,4,50,13.5,200,15,5,2023
447,18-04-2023,17:57:00,37,Male,22,Beauty,4,500,245,2000,18,4,2023
528,11-12-2023,21:51:00,102,Female,36,Clothing,2,30,9.6,60,11,12,2023
1075,14-09-2022,19:17:00,92,Male,61,Beauty,4,50,21.5,200,14,9,2022
1447,30-05-2022,22:21:00,137,Male,22,Beauty,4,500,155,2000,30,5,2022
1528,06-07-2023,19:44:00,126,Female,36,Clothing,2,30,12.3,60,6,7,2023
759,23-05-2023,21:21:00,75,Male,49,Electronics,2,50,21.5,100,23,5,2023
870,11-04-2022,19:41:00,16,Female,46,Electronics,4,30,11.1,120,11,4,2022
1759,03-11-2022,17:27:00,102,Male,49,Electronics,2,50,23,100,3,11,2022
1870,09-11-2023,20:38:00,119,Female,46,Electronics,4,30,10.5,120,9,11,2023
77,07-04-2022,20:45:00,44,Female,47,Clothing,2,50,24,100,7,4,2022
381,30-01-2022,19:05:00,63,Female,44,Clothing,4,25,12.25,100,30,1,2022
439,06-05-2022,21:46:00,42,Male,50,Clothing,3,25,11.75,75,6,5,2022
792,04-01-2023,22:50:00,4,Female,20,Beauty,1,50,26.5,50,4,1,2023
1077,16-12-2022,18:45:00,141,Female,47,Clothing,2,50,15,100,16,12,2022
1381,26-10-2022,17:26:00,48,Female,44,Clothing,4,25,7.75,100,26,10,2022
1439,18-11-2023,20:53:00,76,Male,50,Clothing,3,25,7.25,75,18,11,2023
1792,26-08-2023,17:37:00,88,Female,20,Beauty,1,50,26.5,50,26,8,2023
176,26-05-2023,18:15:00,53,Female,43,Beauty,2,50,25.5,100,26,5,2023
216,04-11-2022,17:28:00,141,Male,62,Electronics,2,50,26.5,100,4,11,2022
1176,04-01-2023,20:33:00,34,Female,43,Beauty,2,50,21,100,4,1,2023
1216,01-03-2023,22:53:00,23,Male,62,Electronics,2,50,13,100,1,3,2023
772,14-04-2023,21:47:00,25,Male,26,Electronics,1,30,16.2,30,14,4,2023
1772,03-02-2022,19:06:00,59,Male,26,Electronics,1,30,13.2,30,3,2,2022
53,06-01-2022,17:57:00,32,Male,34,Electronics,2,50,22,100,6,1,2022
1053,10-02-2023,21:13:00,40,Male,34,Electronics,2,50,20.5,100,10,2,2023
43,18-03-2023,21:42:00,118,Female,48,Clothing,1,300,111,300,18,3,2023
71,16-02-2023,19:11:00,32,Female,51,Beauty,4,25,11.5,100,16,2,2023
93,25-01-2022,20:52:00,148,Female,35,Beauty,4,500,140,2000,25,1,2022
302,09-02-2023,17:51:00,26,Male,57,Beauty,2,300,135,600,9,2,2023
551,21-03-2023,22:45:00,99,Male,45,Electronics,3,300,141,900,21,3,2023
681,04-08-2023,22:12:00,24,Female,43,Electronics,2,30,8.4,60,4,8,2023
722,24-02-2023,18:35:00,25,Male,20,Beauty,3,300,162,900,24,2,2023
728,02-06-2022,19:35:00,78,Male,51,Electronics,3,50,18,150,2,6,2022
829,24-03-2022,21:31:00,52,Male,61,Beauty,3,30,9.6,90,24,3,2022
955,16-01-2022,17:57:00,16,Male,58,Clothing,1,25,12.5,25,16,1,2022
1043,30-11-2023,18:10:00,20,Female,48,Clothing,1,300,87,300,30,11,2023
1071,21-09-2023,17:38:00,155,Female,51,Beauty,4,25,6.75,100,21,9,2023
1093,06-11-2023,17:26:00,87,Female,35,Beauty,4,500,270,2000,6,11,2023
1302,21-12-2022,17:55:00,20,Male,57,Beauty,2,300,102,600,21,12,2022
1551,12-11-2023,22:36:00,84,Male,45,Electronics,3,300,81,900,12,11,2023
1681,09-11-2022,19:32:00,53,Female,43,Electronics,2,30,11.1,60,9,11,2022
1722,30-01-2022,20:38:00,22,Male,20,Beauty,3,300,159,900,30,1,2022
1728,23-05-2023,22:30:00,77,Male,51,Electronics,3,50,25,150,23,5,2023
1829,30-05-2022,22:37:00,58,Male,61,Beauty,3,30,12,90,30,5,2022
1955,15-09-2022,21:11:00,134,Male,58,Clothing,1,25,6.5,25,15,9,2022
144,26-03-2022,22:18:00,119,Female,59,Beauty,3,500,255,1500,26,3,2022
474,08-05-2022,17:57:00,145,Female,26,Clothing,3,500,210,1500,8,5,2022
1144,30-12-2022,21:27:00,148,Female,59,Beauty,3,500,125,1500,30,12,2022
1474,15-05-2022,20:49:00,84,Female,26,Clothing,3,500,255,1500,15,5,2022
603,18-04-2022,20:17:00,95,Female,40,Clothing,3,30,14.1,90,18,4,2022
661,05-08-2022,22:09:00,10,Female,44,Clothing,4,25,7,100,5,8,2022
1603,04-12-2023,20:50:00,132,Female,40,Clothing,3,30,13.2,90,4,12,2023
1661,07-07-2023,19:18:00,20,Female,44,Clothing,4,25,6.25,100,7,7,2023
143,11-02-2023,22:20:00,118,Female,45,Clothing,1,50,27.5,50,11,2,2023
515,13-02-2022,20:47:00,71,Female,49,Clothing,3,300,75,900,13,2,2022
1143,01-05-2023,21:10:00,23,Female,45,Clothing,1,50,15,50,1,5,2023
1515,04-02-2023,21:49:00,107,Female,49,Clothing,3,300,135,900,4,2,2023
304,23-03-2023,18:35:00,59,Female,37,Electronics,2,30,15.6,60,23,3,2023
676,10-07-2023,22:13:00,80,Male,63,Electronics,3,500,205,1500,10,7,2023
686,06-01-2022,17:14:00,68,Female,28,Electronics,4,50,23.5,200,6,1,2022
698,17-03-2022,20:56:00,116,Female,64,Electronics,1,300,123,300,17,3,2022
1304,26-09-2022,22:19:00,4,Female,37,Electronics,2,30,9.3,60,26,9,2022
1676,21-09-2023,20:22:00,91,Male,63,Electronics,3,500,210,1500,21,9,2023
1686,10-12-2023,20:41:00,151,Female,28,Electronics,4,50,26,200,10,12,2023
1698,07-04-2022,21:50:00,146,Female,64,Electronics,1,300,105,300,7,4,2022
709,22-09-2022,22:32:00,61,Female,19,Electronics,2,500,140,1000,22,9,2022
1709,13-09-2023,20:22:00,97,Female,19,Electronics,2,500,185,1000,13,9,2023
114,17-04-2022,20:57:00,92,Female,22,Beauty,4,25,9.25,100,17,4,2022
359,15-12-2022,21:49:00,122,Male,50,Clothing,1,50,22.5,50,15,12,2022
1114,18-08-2022,22:19:00,100,Female,22,Beauty,4,25,12,100,18,8,2022
1359,17-05-2022,22:21:00,55,Male,50,Clothing,1,50,19,50,17,5,2022
773,14-01-2023,19:10:00,3,Male,25,Electronics,4,500,175,2000,14,1,2023
1773,12-12-2023,18:50:00,80,Male,25,Electronics,4,500,165,2000,12,12,2023
127,20-05-2023,19:37:00,40,Female,33,Clothing,2,25,7.5,50,20,5,2023
213,13-08-2023,20:48:00,113,Male,27,Beauty,3,500,275,1500,13,8,2023
487,09-04-2023,21:03:00,36,Male,44,Clothing,4,500,235,2000,9,4,2023
495,24-06-2022,21:06:00,131,Male,24,Beauty,2,30,11.7,60,24,6,2022
605,19-10-2023,22:24:00,76,Male,37,Electronics,2,500,180,1000,19,10,2023
1127,15-03-2022,19:26:00,87,Female,33,Clothing,2,25,13,50,15,3,2022
1213,21-06-2023,17:23:00,41,Male,27,Beauty,3,500,185,1500,21,6,2023
1487,01-02-2023,19:01:00,131,Male,44,Clothing,4,500,140,2000,1,2,2023
1495,14-03-2023,22:37:00,113,Male,24,Beauty,2,30,16.2,60,14,3,2023
1605,24-01-2022,19:39:00,2,Male,37,Electronics,2,500,165,1000,24,1,2022
105,18-06-2023,18:05:00,82,Female,22,Electronics,1,500,230,500,18,6,2023
299,25-01-2023,20:03:00,76,Male,61,Electronics,2,500,230,1000,25,1,2023
934,22-11-2022,18:20:00,111,Male,30,Beauty,1,500,240,500,22,11,2022
1105,12-11-2022,19:09:00,19,Female,22,Electronics,1,500,270,500,12,11,2022
1299,08-05-2022,18:58:00,11,Male,61,Electronics,2,500,250,1000,8,5,2022
1934,08-09-2022,17:06:00,69,Male,30,Beauty,1,500,150,500,8,9,2022
270,17-12-2022,17:46:00,84,Male,43,Electronics,1,300,117,300,17,12,2022
338,05-02-2022,21:26:00,44,Male,54,Beauty,2,50,20,100,5,2,2022
543,16-04-2022,20:30:00,121,Male,49,Beauty,2,300,75,600,16,4,2022
1270,25-08-2022,22:54:00,84,Male,43,Electronics,1,300,108,300,25,8,2022
1338,25-01-2022,19:55:00,31,Male,54,Beauty,2,50,19,100,25,1,2022
1543,03-10-2022,22:40:00,73,Male,49,Beauty,2,300,123,600,3,10,2022
557,27-09-2023,20:01:00,155,Female,20,Beauty,3,30,12.9,90,27,9,2023
702,03-03-2023,17:18:00,66,Female,60,Clothing,2,300,78,600,3,3,2023
864,31-07-2023,22:16:00,139,Female,51,Electronics,1,500,215,500,31,7,2023
1557,04-08-2022,17:01:00,14,Female,20,Beauty,3,30,10.2,90,4,8,2022
1702,31-07-2023,21:54:00,102,Female,60,Clothing,2,300,87,600,31,7,2023
1864,30-04-2023,21:00:00,112,Female,51,Electronics,1,500,190,500,30,4,2023
254,14-12-2022,22:45:00,104,Male,41,Electronics,1,500,165,500,14,12,2022
295,01-02-2022,20:23:00,80,Female,27,Beauty,3,300,105,900,1,2,2022
457,28-11-2022,22:49:00,38,Female,58,Beauty,3,300,147,900,28,11,2022
668,17-06-2022,20:33:00,135,Female,62,Electronics,3,50,24.5,150,17,6,2022
850,14-09-2023,19:01:00,58,Female,26,Beauty,2,500,235,1000,14,9,2023
1254,12-04-2023,18:24:00,86,Male,41,Electronics,1,500,180,500,12,4,2023
1295,04-11-2023,19:28:00,86,Female,27,Beauty,3,300,81,900,4,11,2023
1457,25-03-2023,21:31:00,140,Female,58,Beauty,3,300,108,900,25,3,2023
1668,13-03-2023,21:40:00,132,Female,62,Electronics,3,50,14,150,13,3,2023
1850,16-02-2022,20:44:00,154,Female,26,Beauty,2,500,240,1000,16,2,2022
541,25-12-2022,18:37:00,39,Male,56,Beauty,1,500,215,500,25,12,2022
980,14-10-2022,19:51:00,147,Female,31,Electronics,3,25,12.5,75,14,10,2022
1541,02-10-2023,22:17:00,57,Male,56,Beauty,1,500,195,500,2,10,2023
1980,23-08-2023,20:30:00,112,Female,31,Electronics,3,25,6.5,75,23,8,2023
262,15-09-2023,20:33:00,30,Female,32,Beauty,4,30,12.6,120,15,9,2023
467,24-01-2022,22:39:00,151,Female,53,Electronics,3,50,14.5,150,24,1,2022
1262,13-08-2022,20:33:00,127,Female,32,Beauty,4,30,8.4,120,13,8,2022
1467,13-08-2023,19:31:00,89,Female,53,Electronics,3,50,14,150,13,8,2023
463,29-01-2023,20:22:00,55,Female,54,Beauty,3,500,175,1500,29,1,2023
1463,29-07-2022,19:45:00,98,Female,54,Beauty,3,500,170,1500,29,7,2022
598,23-06-2022,17:02:00,7,Male,37,Beauty,4,30,11.1,120,23,6,2022
667,01-12-2022,18:46:00,22,Female,29,Electronics,1,500,190,500,1,12,2022
672,17-02-2022,19:44:00,1,Female,34,Beauty,2,50,27.5,100,17,2,2022
1598,15-01-2023,19:17:00,126,Male,37,Beauty,4,30,9.9,120,15,1,2023
1667,04-07-2022,19:09:00,40,Female,29,Electronics,1,500,125,500,4,7,2022
1672,28-03-2023,22:34:00,87,Female,34,Beauty,2,50,15.5,100,28,3,2023
949,20-06-2023,20:28:00,21,Female,41,Electronics,2,25,9,50,20,6,2023
1949,11-11-2022,20:24:00,105,Female,41,Electronics,2,25,12.5,50,11,11,2022
27,14-12-2023,19:44:00,39,Female,38,Beauty,2,25,8.25,50,14,12,2023
347,26-03-2022,19:31:00,26,Male,42,Electronics,1,25,7,25,26,3,2022
687,27-06-2022,17:14:00,86,Female,53,Electronics,1,300,150,300,27,6,2022
1027,30-04-2022,21:00:00,131,Female,38,Beauty,2,25,7.5,50,30,4,2022
1347,21-11-2023,21:55:00,7,Male,42,Electronics,1,25,13,25,21,11,2023
1687,17-02-2023,22:27:00,102,Female,53,Electronics,1,300,81,300,17,2,2023
549,03-11-2022,19:39:00,114,Female,50,Beauty,2,50,12.5,100,3,11,2022
675,19-07-2023,18:10:00,26,Female,45,Clothing,2,30,15.9,60,19,7,2023
730,20-02-2022,19:38:00,131,Female,36,Clothing,2,25,13.25,50,20,2,2022
798,20-01-2023,21:19:00,73,Male,61,Clothing,1,50,15,50,20,1,2023
1549,15-11-2023,19:25:00,109,Female,50,Beauty,2,50,14.5,100,15,11,2023
1675,17-05-2022,19:55:00,152,Female,45,Clothing,2,30,16.2,60,17,5,2022
1730,14-08-2023,19:17:00,116,Female,36,Clothing,2,25,10.75,50,14,8,2023
1798,18-07-2023,20:26:00,96,Male,61,Clothing,1,50,20,50,18,7,2023
13,08-02-2023,17:43:00,106,Male,22,Electronics,3,500,245,1500,8,2,2023
35,29-10-2022,17:30:00,122,Female,58,Beauty,3,300,126,900,29,10,2022
140,07-07-2022,20:20:00,61,Male,38,Electronics,1,30,14.4,30,7,7,2022
206,02-09-2022,18:18:00,31,Male,61,Clothing,1,25,11.75,25,2,9,2022
261,06-02-2022,17:48:00,16,Male,21,Clothing,2,25,8.25,50,6,2,2022
279,10-08-2023,17:29:00,38,Male,50,Clothing,1,500,210,500,10,8,2023
308,31-03-2022,19:12:00,130,Female,34,Beauty,4,300,126,1200,31,3,2022
418,01-04-2022,18:05:00,95,Female,60,Electronics,2,500,155,1000,1,4,2022
1013,16-07-2022,19:38:00,111,Male,22,Electronics,3,500,200,1500,16,7,2022
1035,26-04-2023,21:56:00,52,Female,58,Beauty,3,300,105,900,26,4,2023
1140,22-05-2022,19:26:00,154,Male,38,Electronics,1,30,15.9,30,22,5,2022
1206,14-05-2023,19:45:00,68,Male,61,Clothing,1,25,8.5,25,14,5,2023
1261,27-09-2022,21:19:00,116,Male,21,Clothing,2,25,6.25,50,27,9,2022
1279,21-04-2022,22:55:00,116,Male,50,Clothing,1,500,170,500,21,4,2022
1308,19-06-2023,22:39:00,91,Female,34,Beauty,4,300,150,1200,19,6,2023
1418,17-09-2022,18:19:00,68,Female,60,Electronics,2,500,215,1000,17,9,2022
612,23-02-2022,19:06:00,77,Female,61,Electronics,1,500,235,500,23,2,2022
875,30-11-2023,21:47:00,134,Female,51,Electronics,4,500,135,2000,30,11,2023
1612,18-12-2022,21:14:00,140,Female,61,Electronics,1,500,230,500,18,12,2022
1875,03-06-2022,22:42:00,141,Female,51,Electronics,4,500,165,2000,3,6,2022
430,23-05-2023,18:36:00,100,Female,43,Electronics,3,300,153,900,23,5,2023
633,06-07-2023,22:20:00,35,Male,39,Beauty,4,30,12.3,120,6,7,2023
1430,31-10-2023,18:25:00,22,Female,43,Electronics,3,300,132,900,31,10,2023
1633,31-12-2022,18:18:00,152,Male,39,Beauty,4,30,11.4,120,31,12,2022
125,28-09-2022,18:48:00,137,Male,48,Clothing,2,50,19,100,28,9,2022
716,13-08-2023,19:51:00,137,Female,60,Clothing,4,300,108,1200,13,8,2023
790,13-04-2023,20:47:00,29,Male,62,Clothing,1,25,9.25,25,13,4,2023
960,29-03-2023,19:01:00,134,Male,59,Clothing,2,30,14.4,60,29,3,2023
1125,12-11-2023,17:51:00,79,Male,48,Clothing,2,50,21.5,100,12,11,2023
1716,12-02-2022,19:16:00,39,Female,60,Clothing,4,300,87,1200,12,2,2022
1790,14-05-2023,20:52:00,147,Male,62,Clothing,1,25,7.5,25,14,5,2023
1960,29-06-2022,22:04:00,67,Male,59,Clothing,2,30,13.2,60,29,6,2022
259,11-03-2023,20:26:00,93,Female,45,Clothing,4,50,22.5,200,11,3,2023
443,19-09-2023,20:25:00,98,Male,29,Clothing,2,300,114,600,19,9,2023
529,29-11-2022,17:43:00,46,Female,35,Clothing,3,50,20.5,150,29,11,2022
563,21-12-2022,18:40:00,150,Male,20,Clothing,2,30,16.2,60,21,12,2022
1259,03-11-2022,17:31:00,105,Female,45,Clothing,4,50,21,200,3,11,2022
1443,18-06-2022,19:37:00,81,Male,29,Clothing,2,300,147,600,18,6,2022
1529,17-09-2022,22:38:00,105,Female,35,Clothing,3,50,17,150,17,9,2022
1563,13-10-2022,17:44:00,22,Male,20,Clothing,2,30,15.3,60,13,10,2022
801,01-12-2022,17:14:00,153,Male,21,Clothing,4,50,19,200,1,12,2022
1801,10-07-2022,22:01:00,148,Male,21,Clothing,4,50,13.5,200,10,7,2022
160,20-07-2022,17:08:00,127,Female,43,Clothing,2,50,26.5,100,20,7,2022
508,05-07-2023,22:52:00,32,Male,58,Beauty,2,300,123,600,5,7,2023
807,26-01-2023,19:49:00,91,Female,50,Electronics,4,50,15.5,200,26,1,2023
1160,20-08-2023,19:20:00,105,Female,43,Clothing,2,50,14,100,20,8,2023
1508,08-04-2022,20:32:00,90,Male,58,Beauty,2,300,81,600,8,4,2022
1807,04-08-2022,22:15:00,19,Female,50,Electronics,4,50,22,200,4,8,2022
511,23-12-2023,18:19:00,146,Male,45,Beauty,2,50,24.5,100,23,12,2023
521,28-10-2023,19:56:00,133,Female,47,Clothing,4,30,8.7,120,28,10,2023
695,03-04-2022,22:12:00,52,Female,22,Electronics,3,50,21,150,3,4,2022
816,27-09-2023,19:29:00,133,Male,47,Beauty,2,500,240,1000,27,9,2023
1511,09-04-2022,21:36:00,45,Male,45,Beauty,2,50,13.5,100,9,4,2022
1521,23-07-2023,19:08:00,30,Female,47,Clothing,4,30,12.9,120,23,7,2023
1695,21-09-2023,20:51:00,85,Female,22,Electronics,3,50,23,150,21,9,2023
1816,17-06-2022,22:30:00,52,Male,47,Beauty,2,500,245,1000,17,6,2022
217,02-05-2022,17:01:00,17,Female,35,Electronics,4,50,26.5,200,2,5,2022
384,10-04-2022,19:53:00,127,Male,55,Clothing,1,500,145,500,10,4,2022
1217,16-10-2023,19:28:00,70,Female,35,Electronics,4,50,18,200,16,10,2023
1384,17-12-2023,20:23:00,106,Male,55,Clothing,1,500,260,500,17,12,2023
648,23-02-2023,18:13:00,41,Male,53,Beauty,4,300,138,1200,23,2,2023
926,06-10-2023,22:53:00,53,Male,22,Electronics,1,30,15.6,30,6,10,2023
1648,10-07-2023,17:18:00,16,Male,53,Beauty,4,300,87,1200,10,7,2023
1926,07-08-2023,20:22:00,74,Male,22,Electronics,1,30,9.6,30,7,8,2023
285,01-12-2023,18:14:00,107,Female,31,Electronics,1,25,13.5,25,1,12,2023
427,16-11-2023,21:26:00,120,Male,25,Electronics,1,25,11.75,25,16,11,2023
569,29-04-2022,20:49:00,132,Male,52,Electronics,4,50,19,200,29,4,2022
570,09-06-2022,22:53:00,91,Male,49,Clothing,1,500,185,500,9,6,2022
630,21-03-2023,17:29:00,94,Male,42,Clothing,2,50,25.5,100,21,3,2023
957,19-06-2023,19:00:00,105,Female,60,Electronics,4,30,9.3,120,19,6,2023
1285,01-06-2023,21:55:00,130,Female,31,Electronics,1,25,12.25,25,1,6,2023
1427,15-07-2023,18:36:00,92,Male,25,Electronics,1,25,11.5,25,15,7,2023
1569,30-11-2023,21:07:00,35,Male,52,Electronics,4,50,18,200,30,11,2023
1570,15-06-2023,22:32:00,109,Male,49,Clothing,1,500,170,500,15,6,2023
1630,22-05-2022,17:22:00,95,Male,42,Clothing,2,50,16,100,22,5,2022
1957,25-10-2022,19:00:00,75,Female,60,Electronics,4,30,14.7,120,25,10,2022
635,04-12-2022,21:03:00,89,Female,63,Electronics,3,300,129,900,4,12,2022
1635,17-04-2023,18:08:00,36,Female,63,Electronics,3,300,159,900,17,4,2023
29,08-03-2022,20:10:00,31,Female,42,Electronics,1,30,13.5,30,8,3,2022
277,03-07-2023,22:10:00,139,Male,36,Clothing,4,25,12.25,100,3,7,2023
859,20-09-2022,21:52:00,46,Female,56,Electronics,3,500,190,1500,20,9,2022
1029,18-07-2023,19:23:00,117,Female,42,Electronics,1,30,12.3,30,18,7,2023
1277,17-10-2023,21:20:00,80,Male,36,Clothing,4,25,12.75,100,17,10,2023
1859,14-09-2022,20:58:00,32,Female,56,Electronics,3,500,205,1500,14,9,2022
638,10-01-2023,19:52:00,154,Male,46,Electronics,1,500,190,500,10,1,2023
823,03-12-2023,17:42:00,66,Female,56,Electronics,2,50,25,100,3,12,2023
956,24-04-2023,21:50:00,140,Male,30,Clothing,3,500,135,1500,24,4,2023
981,05-02-2022,21:08:00,5,Female,30,Electronics,2,30,12.9,60,5,2,2022
1638,13-08-2022,18:26:00,37,Male,46,Electronics,1,500,155,500,13,8,2022
1823,08-11-2022,22:28:00,58,Female,56,Electronics,2,50,26.5,100,8,11,2022
1956,01-06-2023,20:40:00,62,Male,30,Clothing,3,500,170,1500,1,6,2023
1981,05-06-2022,22:50:00,19,Female,30,Electronics,2,30,11.7,60,5,6,2022
219,16-09-2023,22:34:00,79,Female,53,Electronics,3,30,10.2,90,16,9,2023
1219,02-11-2022,21:47:00,149,Female,53,Electronics,3,30,11.1,90,2,11,2022
73,14-01-2022,21:47:00,42,Male,29,Electronics,3,30,9,90,14,1,2022
162,11-04-2023,19:37:00,118,Male,39,Clothing,2,30,9,60,11,4,2023
306,04-01-2022,22:05:00,148,Male,54,Electronics,1,50,26.5,50,4,1,2022
725,21-09-2023,20:32:00,2,Male,61,Electronics,1,300,153,300,21,9,2023
880,26-09-2023,20:13:00,63,Male,22,Beauty,2,500,175,1000,26,9,2023
992,15-10-2023,19:34:00,134,Female,57,Electronics,2,30,7.8,60,15,10,2023
1073,21-02-2022,18:16:00,82,Male,29,Electronics,3,30,15.3,90,21,2,2022
1162,13-07-2022,17:08:00,101,Male,39,Clothing,2,30,12.6,60,13,7,2022
1306,11-11-2023,20:57:00,122,Male,54,Electronics,1,50,18.5,50,11,11,2023
1725,16-05-2022,21:02:00,109,Male,61,Electronics,1,300,105,300,16,5,2022
1880,14-06-2023,20:03:00,37,Male,22,Beauty,2,500,175,1000,14,6,2023
1992,19-05-2023,21:35:00,70,Female,57,Electronics,2,30,8.7,60,19,5,2023
597,01-11-2022,19:29:00,84,Male,22,Beauty,4,300,111,1200,1,11,2022
622,16-10-2022,22:00:00,155,Female,49,Beauty,3,25,6.25,75,16,10,2022
1597,28-08-2023,18:21:00,32,Male,22,Beauty,4,300,78,1200,28,8,2023
1622,22-04-2023,21:28:00,54,Female,49,Beauty,3,25,11.75,75,22,4,2023
116,22-06-2023,20:04:00,58,Female,23,Clothing,1,30,15,30,22,6,2023
364,07-06-2022,19:06:00,98,Female,19,Beauty,1,500,200,500,7,6,2022
368,31-01-2023,21:11:00,90,Female,56,Clothing,4,300,132,1200,31,1,2023
1116,15-08-2022,22:26:00,145,Female,23,Clothing,1,30,12.3,30,15,8,2022
1364,23-09-2023,17:04:00,72,Female,19,Beauty,1,500,250,500,23,9,2023
1368,08-03-2022,21:29:00,145,Female,56,Clothing,4,300,132,1200,8,3,2022
50,29-03-2022,18:51:00,71,Female,27,Beauty,3,25,10.5,75,29,3,2022
479,03-11-2022,21:35:00,90,Male,52,Electronics,4,300,105,1200,3,11,2022
804,11-12-2023,17:12:00,99,Male,42,Electronics,1,30,10.8,30,11,12,2023
1050,10-12-2022,20:15:00,24,Female,27,Beauty,3,25,11.25,75,10,12,2022
